Entity,Code,Year,Death rate from amphetamine use disorders among both sexes,Death rate from opioid use disorders among both sexes,Total deaths from opioid use disorders among both sexes,Total deaths from cocaine use disorders among both sexes,Total deaths from other drug use disorders among both sexes,Total deaths from amphetamine use disorders among both sexes,Total deaths from drug use disorders among both sexes,Total deaths from mental and substance use disorders among both sexes,Total deaths from substance use disorders among both sexes,Period life expectancy at birth - Sex: total - Age: 0,Prevalence of current tobacco use (% of adults),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Population,Normalized Total deaths from opioid use disorders among both sexes,Normalized Total deaths from cocaine use disorders among both sexes,Normalized Total deaths from other drug use disorders among both sexes,Normalized Total deaths from amphetamine use disorders among both sexes,Normalized Total deaths from drug use disorders among both sexes,Normalized Total deaths from mental and substance use disorders among both sexes,Normalized Total deaths from substance use disorders among both sexes
Luxembourg,LUX,1972,,,,,,,,,,70.469,,,346600.0,,,,,,,
Luxembourg,LUX,1973,,,,,,,,,,70.3158,,,350450.0,,,,,,,
Luxembourg,LUX,1974,,,,,,,,,,70.2216,,,355050.0,,,,,,,
Luxembourg,LUX,1975,,,,,,,,,,70.3385,,,358950.0,,,,,,,
Luxembourg,LUX,1976,,,,,,,,,,70.2437,,,360731.0,,,,,,,
Luxembourg,LUX,1977,,,,,,,,,,71.4585,,,361358.0,,,,,,,
Luxembourg,LUX,1978,,,,,,,,,,71.4712,,,362007.0,,,,,,,
Luxembourg,LUX,1979,,,,,,,,,,72.2532,,,362856.0,,,,,,,
Luxembourg,LUX,1980,,,,,,,,,,72.3869,,,364150.0,,,,,,,
Luxembourg,LUX,1981,,,,,,,,,,72.0768,,,365225.0,,,,,,,
Luxembourg,LUX,1982,,,,,,,,,,72.1571,,,365525.0,,,,,,,
Luxembourg,LUX,1983,,,,,,,,,,72.9783,,,365622.0,,,,,,,
Luxembourg,LUX,1984,,,,,,,,,,72.7176,,,365998.0,,,,,,,
Luxembourg,LUX,1985,,,,,,,,,,73.2839,,,366706.0,,,,,,,
Luxembourg,LUX,1986,,,,,,,,,,74.0853,,,368355.0,,,,,,,
Luxembourg,LUX,1987,,,,,,,,,,73.867,,,370750.0,,,,,,,
Luxembourg,LUX,1988,,,,,,,,,,74.2769,,,373450.0,,,,,,,
Luxembourg,LUX,1989,,,,,,,,,,74.2857,,,377100.0,,,,,,,
Luxembourg,LUX,1990,,,,,,,,,,74.9674,,,381850.0,,,,,,,
Luxembourg,LUX,1991,,,,,,,,,,74.9643,,,387000.0,,,,,,,
Luxembourg,LUX,1992,,,,,,,,,,74.7464,,,392175.0,,,,,,,
Luxembourg,LUX,1993,,,,,,,,,,75.4257,,,397475.0,,,,,,,
Luxembourg,LUX,1994,,,,,,,,,,75.9312,,,402925.0,,,,,,,
Luxembourg,LUX,1995,,,,,,,,,,75.8777,,,408625.0,,,,,,,
Luxembourg,LUX,1996,,,,,,,,,,76.1684,,,414225.0,,,,,,,
Luxembourg,LUX,1997,,,,,,,,,,76.3903,,,419450.0,,,,,,,
Luxembourg,LUX,1998,,,,,,,,,,76.5712,,,424700.0,,,,,,,
Luxembourg,LUX,1999,,,,,,,,,,76.9864,,,430475.0,,,,,,,
Luxembourg,LUX,2000,0.13,2.61,11.38,1.32,2.35,0.55,15.6,40.69,40.690002,77.2635,31.0,13.65228,436300.0,2.6082970433188176e-05,3.025441210176484e-06,5.386202154480862e-06,1.2606005042402018e-06,3.575521430208572e-05,9.326151730460692e-05,9.326152188860876e-05
Luxembourg,LUX,2001,0.12,2.26,9.98,1.14,2.11,0.53,13.76,37.95,37.61,77.5298,,,441525.0,2.2603476586829737e-05,2.5819602514013927e-06,4.778891342506086e-06,1.2003850291602967e-06,3.1164713209897514e-05,8.595209784270427e-05,8.518203952211087e-05
Luxembourg,LUX,2002,0.11,2.0,8.9,1.12,1.92,0.49,12.44,36.38,35.7,77.5518,,,446175.0,1.9947330083487423e-05,2.5102258082590914e-06,4.30324424272987e-06,1.0982237911133524e-06,2.788143665602062e-05,8.15375133075587e-05,8.001344763825854e-05
Luxembourg,LUX,2003,0.08,1.3,5.86,0.68,1.33,0.36,8.23,32.01,30.65,77.2624,,,451630.0,1.2975223080840511e-05,1.5056572858313222e-06,2.944888514934792e-06,7.971126807342293e-07,1.8222881562340857e-05,7.087660252861855e-05,6.786528795695592e-05
Luxembourg,LUX,2004,0.12,1.62,7.4,0.83,1.72,0.55,10.49,35.15,34.129997,78.6583,,,458095.0,1.6153854549820452e-05,1.8118512535609425e-06,3.7546797061744834e-06,1.2006243246488174e-06,2.2899180301029263e-05,7.673080911164714e-05,7.450419017889304e-05
Luxembourg,LUX,2005,0.13,1.47,6.85,0.75,1.64,0.59,9.83,31.11,30.07,78.8786,28.2,12.74918,465158.0,1.4726179061738162e-05,1.6123553717231565e-06,3.5256837461679684e-06,1.2683862257555497e-06,2.1132604405384838e-05,6.688050081907653e-05,6.464470137028708e-05
Luxembourg,LUX,2006,0.19,1.95,9.22,0.94,2.24,0.89,13.29,31.23,30.89,78.8384,,,472637.0,1.950757134968274e-05,1.9888413306617976e-06,4.739366575194071e-06,1.883051898179787e-06,2.811883115371839e-05,6.607607952826376e-05,6.53567113873861e-05
Luxembourg,LUX,2007,0.17,1.64,7.86,0.72,1.83,0.81,11.22,28.21,27.880001,79.1157,,,479993.0,1.6375238805565917e-05,1.500021875319015e-06,3.8125555997691636e-06,1.6875246097338922e-06,2.3375340890387985e-05,5.87716904204853e-05,5.808418247766113e-05
Luxembourg,LUX,2008,0.24,2.22,10.87,0.97,2.48,1.15,15.47,32.47,31.43,80.1066,,,488650.0,2.2244960605750535e-05,1.985060882021897e-06,5.075207203519902e-06,2.3534226951805993e-06,3.165865138647294e-05,6.644837818479484e-05,6.432006548654457e-05
Luxembourg,LUX,2009,0.15,1.39,6.94,0.65,1.61,0.74,9.94,24.74,23.02,79.9074,,,497783.0,1.3941818021105583e-05,1.3057898722937506e-06,3.2343410682968283e-06,1.486591546919039e-06,1.99685405086152e-05,4.970037144699598e-05,4.6245050554157135e-05
Luxembourg,LUX,2010,0.18,1.64,8.31,0.76,1.98,0.9,11.95,26.9,24.83,80.0987,25.6,12.13358,506953.0,1.639205212317513e-05,1.4991527814215519e-06,3.90568750949299e-06,1.7753125043149957e-06,2.3572204918404664e-05,5.3062118184525976e-05,4.8978899424601486e-05
Luxembourg,LUX,2011,0.06,0.68,3.52,0.32,0.82,0.29,4.96,21.71,20.34,80.2848,,,518347.0,6.790817734066176e-06,6.173470667332888e-07,1.5819518585040523e-06,5.594707792270428e-07,9.568879534365975e-06,4.188314005868656e-05,3.924012292923466e-05
Luxembourg,LUX,2012,0.08,0.87,4.61,0.49,1.24,0.42,6.76,31.43,29.380001,80.4383,,,530946.0,8.68261555789101e-06,9.228810462834262e-07,2.3354540763090787e-06,7.910408968143653e-07,1.273199157729788e-05,5.9196227111608335e-05,5.533519604630226e-05
Luxembourg,LUX,2013,0.07,0.8,4.37,0.42,1.04,0.38,6.21,33.85,31.14,80.8544,,,543360.0,8.042550058892815e-06,7.729681978798586e-07,1.9140164899882217e-06,6.993521790341579e-07,1.1428886925795053e-05,6.229755594817433e-05,5.731007067137809e-05
Luxembourg,LUX,2014,0.11,1.22,6.81,0.6,1.51,0.59,9.5,43.52,38.33,81.2359,,,556319.0,1.2241178172954725e-05,1.078517900700857e-06,2.7142700500971564e-06,1.0605426023558426e-06,1.7076533427763566e-05,7.822849839750215e-05,6.889931855643974e-05
Luxembourg,LUX,2015,0.09,1.09,6.18,0.52,1.34,0.53,8.57,40.57,34.58,81.2561,23.2,11.71343,569604.0,1.0849642909811026e-05,9.129149373951026e-07,2.352511569441226e-06,9.304709938834699e-07,1.5045540410530826e-05,7.122492117330637e-05,6.070884333677432e-05
Luxembourg,LUX,2016,0.08,0.92,5.35,0.54,1.39,0.47,7.74,39.38,32.239998,81.6199,,,582014.0,9.192218743879012e-06,9.278127330270406e-07,2.3882587016807156e-06,8.075407120790908e-07,1.3298649173387582e-05,6.766160264186085e-05,5.5393853068826526e-05
Luxembourg,LUX,2017,0.11,0.99,5.9,0.78,1.8,0.63,9.1,40.26,34.2,81.0892,,,596336.0,9.893751173834885e-06,1.3079874433205443e-06,3.0184325615089483e-06,1.0564513965281319e-06,1.5259853505406346e-05,6.751227495908347e-05,5.7350218668670016e-05
Luxembourg,LUX,2018,0.13,1.23,7.48,0.97,2.29,0.8,11.54,40.77,34.21,81.5187,21.6,,607950.0,1.2303643391726293e-05,1.595525947857554e-06,3.7667571346327825e-06,1.315897688954684e-06,1.8981824163171313e-05,6.706143597335308e-05,5.6271074923924667e-05
Luxembourg,LUX,2019,0.16,1.57,9.74,1.17,2.74,0.99,14.64,44.97,39.84,81.5879,21.6,11.5288,620001.0,1.570965208120632e-05,1.8870937304939829e-06,4.419347710729499e-06,1.5967716181102933e-06,2.3612865140540096e-05,7.253214107719182e-05,6.425796087425666e-05
Luxembourg,LUX,2020,0.15,1.51,9.55,1.02,2.67,0.93,14.17,40.82,36.510002,81.4108,21.1,,630419.0,1.5148655100813903e-05,1.6179715395633699e-06,4.235278441798233e-06,1.4752093448960138e-06,2.247711442707152e-05,6.47505865146831e-05,5.791386680921736e-05
Luxembourg,LUX,2021,0.17,1.77,11.34,1.08,2.89,1.1,16.4,46.76,43.48,81.8392,,,640064.0,1.771697830216978e-05,1.6873312668733128e-06,4.515173482651735e-06,1.7185781421857815e-06,2.5622437756224376e-05,7.305519448055194e-05,6.793070692930707e-05
Luxembourg,LUX,2022,,,,,,,,,,82.2007,,,653103.0,,,,,,,
Luxembourg,LUX,2023,,,,,,,,,,82.2294,,,666430.0,,,,,,,
Moldova,MDA,1960,,,,,,,,,,59.44,,,2058020.0,,,,,,,
Moldova,MDA,1961,,,,,,,,,,59.8564,,,2103327.0,,,,,,,
Moldova,MDA,1962,,,,,,,,,,60.2537,,,2147227.0,,,,,,,
Moldova,MDA,1963,,,,,,,,,,60.6159,,,2188895.0,,,,,,,
Moldova,MDA,1964,,,,,,,,,,60.9621,,,2228000.0,,,,,,,
Moldova,MDA,1965,,,,,,,,,,61.2752,,,2265287.0,,,,,,,
Moldova,MDA,1966,,,,,,,,,,61.5522,,,2301871.0,,,,,,,
Moldova,MDA,1967,,,,,,,,,,61.7807,,,2337695.0,,,,,,,
Moldova,MDA,1968,,,,,,,,,,61.9748,,,2373073.0,,,,,,,
Moldova,MDA,1969,,,,,,,,,,62.1841,,,2408469.0,,,,,,,
Moldova,MDA,1970,,,,,,,,,,62.4136,,,2437590.0,,,,,,,
Moldova,MDA,1971,,,,,,,,,,62.6725,,,2460611.0,,,,,,,
Moldova,MDA,1972,,,,,,,,,,62.9324,,,2484742.0,,,,,,,
Moldova,MDA,1973,,,,,,,,,,63.1755,,,2510584.0,,,,,,,
Moldova,MDA,1974,,,,,,,,,,63.4374,,,2538164.0,,,,,,,
Moldova,MDA,1975,,,,,,,,,,63.6997,,,2566998.0,,,,,,,
Moldova,MDA,1976,,,,,,,,,,63.9679,,,2596491.0,,,,,,,
Moldova,MDA,1977,,,,,,,,,,64.2305,,,2626298.0,,,,,,,
Moldova,MDA,1978,,,,,,,,,,64.4889,,,2656211.0,,,,,,,
Moldova,MDA,1979,,,,,,,,,,64.8234,,,2683035.0,,,,,,,
Moldova,MDA,1980,,,,,,,,,,65.1892,,,2708675.0,,,,,,,
Moldova,MDA,1981,,,,,,,,,,65.595,,,2735987.0,,,,,,,
Moldova,MDA,1982,,,,,,,,,,65.8589,,,2763101.0,,,,,,,
Moldova,MDA,1983,,,,,,,,,,66.1488,,,2791207.0,,,,,,,
Moldova,MDA,1984,,,,,,,,,,66.4332,,,2820518.0,,,,,,,
Moldova,MDA,1985,,,,,,,,,,66.882,,,2850787.0,,,,,,,
Moldova,MDA,1986,,,,,,,,,,67.3948,,,2883057.0,,,,,,,
Moldova,MDA,1987,,,,,,,,,,67.9223,,,2916306.0,,,,,,,
Moldova,MDA,1988,,,,,,,,,,68.1909,,,2948891.0,,,,,,,
Moldova,MDA,1989,,,,,,,,,,68.1733,,,2970039.0,,,,,,,
Moldova,MDA,1990,,,,,,,,,,67.9203,,,2977912.0,,,,,,,
Moldova,MDA,1991,,,,,,,,,,67.5537,,,2981566.0,,,,,,,
Moldova,MDA,1992,,,,,,,,,,66.7485,,,2980965.0,,,,,,,
Moldova,MDA,1993,,,,,,,,,,66.66,,,2975966.0,,,,,,,
Moldova,MDA,1994,,,,,,,,,,66.3188,,,2966745.0,,,,,,,
Moldova,MDA,1995,,,,,,,,,,66.2179,,,2953200.0,,,,,,,
Moldova,MDA,1996,,,,,,,,,,66.2481,,,2947293.0,,,,,,,
Moldova,MDA,1997,,,,,,,,,,66.4843,,,2936413.0,,,,,,,
Moldova,MDA,1998,,,,,,,,,,66.8403,,,2935227.0,,,,,,,
Moldova,MDA,1999,,,,,,,,,,67.2047,,,2930622.0,,,,,,,
Moldova,MDA,2000,0.03,0.48,20.57,2.53,3.74,1.09,27.93,328.33,314.36,67.4623,25.3,10.36363,2924668.0,7.033276939468001e-06,8.650554524479359e-07,1.2787776253578185e-06,3.726918747700594e-07,9.549801892043815e-06,0.0001122623149020675,0.00010748570436028978
Moldova,MDA,2001,0.03,0.56,23.59,2.8,4.09,1.18,31.66,332.36,322.67,67.6725,,,2918135.0,8.083930318508225e-06,9.59516951751718e-07,1.4015801188087597e-06,4.0436785823822407e-07,1.0849395247306927e-05,0.00011389466217292895,0.00011057404815061676
Moldova,MDA,2002,0.02,0.46,18.92,1.6,2.66,1.01,24.18,419.72,414.65,67.7926,,,2911385.0,6.498625224764159e-06,5.49566615202043e-07,9.136544977733966e-07,3.4691392584628965e-07,8.305325472240875e-06,0.00014416506233287595,0.00014242362312095444
Moldova,MDA,2003,0.01,0.22,8.95,0.72,1.23,0.47,11.37,394.18,382.41,67.8998,,,2903198.0,3.082807304221069e-06,2.480023753116391e-07,4.236707244907168e-07,1.6189043943954218e-07,3.916370843462967e-06,0.00013577441152825263,0.00013172026158739432
Moldova,MDA,2004,0.02,0.27,10.84,0.65,1.52,0.71,13.72,426.32,422.47,68.0166,,,2896023.0,3.7430641952774546e-06,2.2444573126663705e-07,5.248577100389051e-07,2.4516379876817277e-07,4.7375314353511694e-06,0.00014720877562091186,0.00014587936628956331
Moldova,MDA,2005,0.02,0.29,11.49,0.67,1.49,0.67,14.32,495.71,494.37,68.1969,26.0,12.94856,2888985.0,3.97717537474234e-06,2.3191536127740367e-07,5.157520720945245e-07,2.3191536127740367e-07,4.956758169391672e-06,0.00017158621453555487,0.00017112238381300008
Moldova,MDA,2006,0.02,0.24,9.48,0.49,1.37,0.66,12.01,463.18,456.75,68.4234,,,2880967.0,3.2905618148350886e-06,1.700817815684803e-07,4.7553477703840414e-07,2.2908974660244287e-07,4.168739176811119e-06,0.00016077240732018103,0.00015854051781919056
Moldova,MDA,2007,0.01,0.18,7.03,0.36,0.88,0.46,8.74,716.37,715.17,68.6738,,,2874299.0,2.4458137444990937e-06,1.2524793001702327e-07,3.0616160670827914e-07,1.6003902168841863e-07,3.0407414120799542e-06,0.0002492329434063749,0.00024881545030631816
Moldova,MDA,2008,0.02,0.27,10.23,0.45,1.45,0.58,12.7,586.11,585.10004,69.0001,,,2868833.0,3.5659099013431596e-06,1.568582068039513e-07,5.054319997016208e-07,2.0217279988064833e-07,4.426887169800403e-06,0.0002043025857552531,0.00020395054016737816
Moldova,MDA,2009,0.01,0.07,2.46,0.11,0.37,0.21,3.16,652.38,648.02997,69.4057,,,2865213.0,8.585749122316561e-07,3.839156111604966e-08,1.291352510267125e-07,7.329298031245844e-08,1.1028848466065177e-06,0.00022768987855353162,0.0002261716563480621
Moldova,MDA,2010,0.01,0.23,8.53,0.49,1.19,0.44,10.65,673.48,671.12,69.8759,26.9,11.4277,2862354.0,2.9800646600665046e-06,1.7118777062515677e-07,4.15741728661095e-07,1.537196307654469e-07,3.7207137901182035e-06,0.00023528885665434815,0.00023446436045296984
Moldova,MDA,2011,0.01,0.1,3.76,0.15,0.48,0.29,4.69,398.54,395.64,70.1732,,,2860699.0,1.3143640767518707e-06,5.243473710446293e-08,1.6779115873428136e-07,1.0137382506862832e-07,1.639459446799541e-06,0.0001393156008374177,0.00013830186258673142
Moldova,MDA,2012,0.01,0.12,4.13,0.31,0.66,0.3,5.4,423.65,418.69,70.3438,,,2860324.0,1.4438923702349804e-06,1.083793304534731e-07,2.3074309064287823e-07,1.048832230194901e-07,1.887898014350822e-06,0.00014811259144068993,0.00014637852215343435
Moldova,MDA,2013,0.01,0.26,8.74,0.51,1.37,0.47,11.08,378.55,376.61,70.2907,,,2859558.0,3.056416411207606e-06,1.783492413862562e-07,4.790950209787667e-07,1.643610655912557e-07,3.874724695215134e-06,0.00013238059867993584,0.00013170217215387832
Moldova,MDA,2014,0.01,0.12,3.87,0.22,0.52,0.22,4.83,463.33,462.37,70.2407,,,2857815.0,1.3541814288188704e-06,7.698189001037506e-08,1.8195719456997743e-07,7.698189001037506e-08,1.6901024034095979e-06,0.00016212735953866853,0.0001617914385640778
Moldova,MDA,2015,0.02,0.25,8.03,0.44,1.25,0.62,10.35,444.91,442.15,70.118,27.9,11.34843,2835978.0,2.8314747152481436e-06,1.551492994656517e-07,4.407650553001469e-07,2.1861946742887285e-07,3.649534657885216e-06,0.0001568806246028707,0.00015590741536076794
Moldova,MDA,2016,0.0,0.11,3.7,0.19,0.6,0.14,4.64,326.94,326.25,70.1792,,,2803186.0,1.31992668342379e-06,6.778001887851894e-08,2.140421648795335e-07,4.994317180522449e-08,1.6552594084017257e-06,0.0001166315756428578,0.00011638542715324635
Moldova,MDA,2017,0.0,0.08,2.41,0.1,0.37,0.11,2.99,305.55,305.56,70.375,,,2755189.0,8.747131322025459e-07,3.6295150713798585e-08,1.3429205764105475e-07,3.9924665785178437e-08,1.0852250063425777e-06,0.00011089983300601156,0.00011090346252108295
Moldova,MDA,2018,0.01,0.13,4.2,0.25,0.69,0.23,5.36,282.12,281.06998,70.2355,28.7,,2707203.0,1.5514167205045207e-06,9.234623336336433e-08,2.548756040828855e-07,8.495853469429519e-08,1.9799032433105315e-06,0.00010421087742588938,0.00010382301585806458
Moldova,MDA,2019,0.01,0.18,5.47,0.34,0.92,0.35,7.09,269.41,268.99,70.181,28.7,11.36078,2664224.0,2.053130667691605e-06,1.276168970777232e-07,3.453163097397216e-07,1.3137033522706798e-07,2.661187647885463e-06,0.00010112137718149826,0.00010096373277922577
Moldova,MDA,2020,0.01,0.16,4.9,0.33,0.85,0.34,6.41,225.04,224.74,69.9144,29.0,,2635130.0,1.8594908031102832e-06,1.2523101327069253e-07,3.2256473115178376e-07,1.2902589246071351e-07,2.432517560803452e-06,8.539996129223226e-05,8.528611491653164e-05
Moldova,MDA,2021,0.04,0.46,14.18,1.02,2.53,1.22,18.96,228.19,228.19,68.9908,,,2595809.0,5.4626515279051735e-06,3.929410831074243e-07,9.746479806488073e-07,4.699883543049585e-07,7.30408130952624e-06,8.790708407282662e-05,8.790708407282662e-05
Moldova,MDA,2022,,,,,,,,,,71.5465,,,2528654.0,,,,,,,
Moldova,MDA,2023,,,,,,,,,,71.1985,,,2457783.0,,,,,,,
Monaco,MCO,1960,,,,,,,,,,71.8614,,,21808.0,,,,,,,
Monaco,MCO,1961,,,,,,,,,,72.1773,,,21901.0,,,,,,,
Monaco,MCO,1962,,,,,,,,,,72.4374,,,22078.0,,,,,,,
Monaco,MCO,1963,,,,,,,,,,72.4764,,,22385.0,,,,,,,
Monaco,MCO,1964,,,,,,,,,,72.7064,,,22686.0,,,,,,,
Monaco,MCO,1965,,,,,,,,,,72.8663,,,22941.0,,,,,,,
Monaco,MCO,1966,,,,,,,,,,73.03,,,23131.0,,,,,,,
Monaco,MCO,1967,,,,,,,,,,73.0579,,,23230.0,,,,,,,
Monaco,MCO,1968,,,,,,,,,,73.1696,,,23437.0,,,,,,,
Monaco,MCO,1969,,,,,,,,,,73.2493,,,23831.0,,,,,,,
Monaco,MCO,1970,,,,,,,,,,73.3485,,,24229.0,,,,,,,
Monaco,MCO,1971,,,,,,,,,,73.365,,,24576.0,,,,,,,
Monaco,MCO,1972,,,,,,,,,,73.3806,,,24862.0,,,,,,,
Monaco,MCO,1973,,,,,,,,,,73.374,,,25072.0,,,,,,,
Monaco,MCO,1974,,,,,,,,,,73.4215,,,25235.0,,,,,,,
Monaco,MCO,1975,,,,,,,,,,73.5226,,,25500.0,,,,,,,
Monaco,MCO,1976,,,,,,,,,,73.7974,,,25895.0,,,,,,,
Monaco,MCO,1977,,,,,,,,,,74.1934,,,26273.0,,,,,,,
Monaco,MCO,1978,,,,,,,,,,74.6563,,,26605.0,,,,,,,
Monaco,MCO,1979,,,,,,,,,,74.87,,,26892.0,,,,,,,
Monaco,MCO,1980,,,,,,,,,,74.9484,,,27122.0,,,,,,,
Monaco,MCO,1981,,,,,,,,,,74.9528,,,27293.0,,,,,,,
Monaco,MCO,1982,,,,,,,,,,75.2555,,,27561.0,,,,,,,
Monaco,MCO,1983,,,,,,,,,,75.6974,,,27960.0,,,,,,,
Monaco,MCO,1984,,,,,,,,,,76.3935,,,28356.0,,,,,,,
Monaco,MCO,1985,,,,,,,,,,77.3626,,,28731.0,,,,,,,
Monaco,MCO,1986,,,,,,,,,,78.3999,,,29093.0,,,,,,,
Monaco,MCO,1987,,,,,,,,,,79.2571,,,29446.0,,,,,,,
Monaco,MCO,1988,,,,,,,,,,79.4083,,,29781.0,,,,,,,
Monaco,MCO,1989,,,,,,,,,,79.4156,,,30084.0,,,,,,,
Monaco,MCO,1990,,,,,,,,,,79.4356,,,30358.0,,,,,,,
Monaco,MCO,1991,,,,,,,,,,79.7494,,,30625.0,,,,,,,
Monaco,MCO,1992,,,,,,,,,,80.0654,,,30887.0,,,,,,,
Monaco,MCO,1993,,,,,,,,,,80.3646,,,31136.0,,,,,,,
Monaco,MCO,1994,,,,,,,,,,80.6543,,,31375.0,,,,,,,
Monaco,MCO,1995,,,,,,,,,,80.9021,,,31609.0,,,,,,,
Monaco,MCO,1996,,,,,,,,,,81.1335,,,31837.0,,,,,,,
Monaco,MCO,1997,,,,,,,,,,81.358,,,32063.0,,,,,,,
Monaco,MCO,1998,,,,,,,,,,81.6054,,,32267.0,,,,,,,
Monaco,MCO,1999,,,,,,,,,,81.8264,,,32410.0,,,,,,,
Monaco,MCO,2000,0.0,0.09,0.03,0.0,0.02,0.0,0.05,0.18,0.17999999,82.1207,,,32455.0,9.24356801725466e-07,0.0,6.162378678169773e-07,0.0,1.5405946695424434e-06,5.546140810352796e-06,5.546140502233862e-06
Monaco,MCO,2001,0.0,0.09,0.03,0.0,0.02,0.0,0.05,0.19,0.19,82.485,,,32447.0,9.2458470736894e-07,0.0,6.163898049126268e-07,0.0,1.540974512281567e-06,5.855703146669954e-06,5.855703146669954e-06
Monaco,MCO,2002,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.2,0.2,83.0547,,,32422.0,9.252976374066991e-07,0.0,9.252976374066991e-07,0.0,1.8505952748133982e-06,6.168650916044662e-06,6.168650916044662e-06
Monaco,MCO,2003,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.2,0.2,83.6128,,,32374.0,9.266695496385988e-07,0.0,9.266695496385988e-07,0.0,1.8533390992771976e-06,6.177796997590659e-06,6.177796997590659e-06
Monaco,MCO,2004,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.2,0.2,84.1511,,,32307.0,9.285913269570062e-07,0.0,9.285913269570062e-07,0.0,1.8571826539140123e-06,6.190608846380041e-06,6.190608846380041e-06
Monaco,MCO,2005,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.21,0.2,84.3396,,,32210.0,9.313877677739832e-07,0.0,9.313877677739832e-07,0.0,1.8627755355479664e-06,6.519714374417882e-06,6.209251785159888e-06
Monaco,MCO,2006,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.21,0.21000001,84.1944,,,32057.0,9.358330473843466e-07,0.0,9.358330473843466e-07,0.0,1.8716660947686932e-06,6.550831331690426e-06,6.5508316436347755e-06
Monaco,MCO,2007,0.0,0.09,0.03,0.0,0.03,0.0,0.05,0.2,0.19,83.9034,,,31837.0,9.422998398090272e-07,0.0,9.422998398090272e-07,0.0,1.5704997330150454e-06,6.281998932060182e-06,5.9678989854571726e-06
Monaco,MCO,2008,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.21,0.2,83.8271,,,31836.0,9.423294383716547e-07,0.0,9.423294383716547e-07,0.0,1.8846588767433094e-06,6.5963060686015825e-06,6.282196255811032e-06
Monaco,MCO,2009,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.22,0.21000001,84.1871,,,32364.0,9.269558769002596e-07,0.0,9.269558769002596e-07,0.0,1.853911753800519e-06,6.797676430601904e-06,6.488691447287109e-06
Monaco,MCO,2010,0.0,0.09,0.03,0.0,0.03,0.0,0.06,0.21,0.21000001,84.6441,,,33163.0,9.046226215963573e-07,0.0,9.046226215963573e-07,0.0,1.8092452431927147e-06,6.3323583511745014e-06,6.332358652715375e-06
Monaco,MCO,2011,0.0,0.06,0.02,0.0,0.02,0.0,0.05,0.2,0.2,85.0099,,,33946.0,5.891710363518529e-07,0.0,5.891710363518529e-07,0.0,1.4729275908796325e-06,5.89171036351853e-06,5.89171036351853e-06
Monaco,MCO,2012,0.0,0.09,0.03,0.0,0.03,0.0,0.07,0.23,0.22999999,85.0451,,,34711.0,8.642793350810981e-07,0.0,8.642793350810981e-07,0.0,2.016651781855896e-06,6.626141568955086e-06,6.626141280861974e-06
Monaco,MCO,2013,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.24000001,85.0557,,,35447.0,1.1284452845092674e-06,0.0,8.463339633819505e-07,0.0,1.974779247891218e-06,6.770671707055604e-06,6.770671989166926e-06
Monaco,MCO,2014,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.22999999,85.0925,,,36128.0,1.1071744906997343e-06,0.0,8.303808680248007e-07,0.0,1.937555358724535e-06,6.643046944198405e-06,6.366253044729849e-06
Monaco,MCO,2015,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.24000001,85.3231,,,36757.0,1.0882280926082108e-06,0.0,8.161710694561579e-07,0.0,1.9043991620643689e-06,6.5293685556492635e-06,6.529368827706288e-06
Monaco,MCO,2016,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.24000001,85.6302,,,37276.0,1.0730765103551883e-06,0.0,8.048073827663912e-07,0.0,1.8778838931215797e-06,6.438459062131129e-06,6.438459330400258e-06
Monaco,MCO,2017,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.22999999,85.8784,,,37678.0,1.061627474919051e-06,0.0,7.962206061892881e-07,0.0,1.8578480811083392e-06,6.369764849514305e-06,6.104357715377674e-06
Monaco,MCO,2018,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.22999999,86.0843,,,38154.0,1.0483828694239137e-06,0.0,7.862871520679352e-07,0.0,1.834670021491849e-06,6.2902972165434815e-06,6.028201237091786e-06
Monaco,MCO,2019,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.24,0.22999999,86.1507,,,38109.0,1.0496208244771576e-06,0.0,7.872156183578682e-07,0.0,1.836836442835026e-06,6.297724946862946e-06,6.03531947833845e-06
Monaco,MCO,2020,0.0,0.11,0.04,0.0,0.03,0.0,0.07,0.23,0.22,86.0893,,,38050.0,1.0512483574244416e-06,0.0,7.884362680683311e-07,0.0,1.8396846254927728e-06,6.044678055190539e-06,5.781865965834428e-06
