Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Austria,AUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269,2283,2498,3091,3595,3710,3883,4479,5058,4929,4801,5168,4966,5235,5394,4613,4710,4939,5337,5263,5567,6505,,,
Azerbaijan,AZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,20,23,27,34,50,74,111,134,152,183,232,249,277,234,168,165,178,197,243,249,,,
Burundi,BDI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82561302,7.70397997,6.6404686,6.02923203,9.11969662,11.43010426,14.48706532,15.68034935,15.07347488,18.82117844,25.12049484,23.81056213,20.57489777,20.8417263,18.59082222,18.2036705,19.16795921,19.77140808,19.27294159,22.95755196,27.07072449,24.26920891,,,
Belgium,BEL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849.91601563,1879.93457031,2084.7199707,2814.88061523,3312.74121094,3405.88500977,3545.92822266,4064.87646484,4653.50585938,4638.43896484,4531.03369141,4930.14111328,4704.47265625,4954.92431641,5080.125,4442.40136719,4542.79492188,4782.64697266,5176.98388672,5049.57714844,5104.02539063,5680.23144531,,,
Benin,BEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.88457298,16.79668045,17.4725647,21.76790237,25.34852219,25.97800064,27.52271461,27.74564934,29.14166451,30.67226219,30.38452339,32.9503212,34.21852112,34.83580017,33.67948914,28.41767883,29.34768677,29.22344017,34.44770432,29.37922096,30.64243507,35.12914658,,,
Burkina Faso,BFA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36981916,7.52252769,8.51982498,11.43507481,17.09873199,17.50115776,20.64653969,27.04532623,28.90426254,30.68659401,32.8663559,33.8243866,33.78236771,42.40937042,38.37065506,32.44025803,39.64500427,43.07155609,39.00283813,41.07073212,54.17696762,56.95098114,,,
Bangladesh,BGD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6186285,8.41617775,9.37759209,10.3110857,11.10974789,11.61940002,12.37925339,14.41430759,15.99568462,18.20583725,21.15062714,23.28593445,23.89686203,27.40725899,30.29579544,33.53680038,39.55920792,42.27734375,44.74491119,47.66782379,50.66413116,57.93856812,,,
Bulgaria,BGR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,120,148,196,233,268,294,361,456,459,485,556,559,547,605,521,562,625,690,698,857,1040,,,
Bahrain,BHR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.93597412,438.60971069,471.58297729,553.05438232,551.88983154,576.93890381,592.37512207,688.14367676,741.85961914,841.48144531,866.38623047,917.65301514,1030.84655762,1111.21826172,1123.62695313,1134.46166992,1111.42993164,1098.74328613,1049.0612793,1024.39050293,1105.3248291,1146.47277832,,,
Bahamas, The,BHS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.44030762,990.3112793,1013.73596191,1053.42016602,1067.91625977,1140.25158691,1242.34899902,1334.71789551,1410.8215332,1396.72705078,1421.59057617,1418.50854492,1492.44909668,1532.22961426,1590.94995117,1558.79882813,1698.39001465,2076.14160156,1898.81311035,1898.85632324,1824.87536621,1961.67785645,,,
Bosnia and Herzegovina,BIH,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,105,119,168,222,242,282,364,460,410,406,457,444,474,492,430,449,470,528,544,591,692,,,
Belarus,BLR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,71,84,106,137,191,216,271,340,281,333,310,355,444,438,353,291,325,342,390,408,468,,,
Belize,BLZ,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.36383057,163.64501953,173.12641907,175.18499756,176.04594421,180.72239685,195.48561096,232.77416992,256.6998291,242.08943176,242.6184082,251.19102478,246.298172,261.2244873,296.24938965,285.84985352,292.99127197,281.6338501,287.60293579,298.96051025,279.65802002,310.19500732,,,
Bermuda,BMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95851135,44.91654968,43.48994827,46.37623215,46.29327393,51.6701889,55.93380737,63.45651245,77.74305725,89.26693726,99.99167633,119.23861694,134.63066101,159.08921814,178.20880127,194.92401123,205.92243958,212.87913513,229.22540283,239.17544556,246.19775391,272.95922852,,,
Brazil,BRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.61404419,268.64971924,245.66194153,250.3089447,294.3838501,383.5508728,483.91915894,600.63568115,705.13397217,719.42651367,893.77508545,1028.0847168,953.703125,977.81689453,1013.56842041,782.52294922,795.93798828,937.34289551,863.28173828,850.43286133,704.99536133,761.26776123,,,
Barbados,BRB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.37762451,635.96447754,683.33959961,802.85565186,938.14080811,960.32305908,1026.78039551,1042.89624023,1136.86572266,1165.37597656,1116.53308105,1166.02197266,1298.25585938,1249.76574707,1179.06518555,1158.39306641,1185.16308594,1186.16967773,1173.62854004,1172.40539551,1238.5871582,1400.43579102,,,
Brunei Darussalam,BRN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.38867188,463.81585693,472.29974365,534.14123535,617.52166748,643.33483887,650.22094727,695.64990234,778.06066895,729.1307373,788.50030518,860.07781982,867.06188965,834.30914307,785.590271,732.39416504,681.97344971,639.91967773,753.81182861,674.65161133,650.47821045,693.40557861,,,
Bhutan,BTN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.09416771,35.96975327,35.96072769,37.33245468,46.10057831,46.69151688,54.01427841,64.43791199,57.31074142,59.43021393,71.98933411,77.32337952,83.64318848,85.9859848,86.81033325,96.52057648,97.18308258,103.39090729,101.69933319,115.32080841,133.70314026,120.43117523,,,
Botswana,BWA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.98800659,197.28829956,200.33074951,262.04077148,288.94662476,273.51931763,250.76968384,296.56552124,315.27059937,326.95220947,378.646698,415.58108521,405.96008301,418.32351685,402.45758057,358.22320557,369.84204102,444.55603027,419.6545105,408.89602661,358.90551758,457.46298218,,,
Central African Republic,CAF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8634491,9.26134109,10.61978436,13.00553608,13.72547722,14.66589355,15.91440105,18.94978714,18.67624855,21.82637405,16.40023994,18.9371357,20.60425186,16.78926849,18.02748299,17.71483231,20.25914001,27.64416504,49.17564392,33.9444313,40.11012268,42.92785645,,,
Canada,CAN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.66870117,2055.75952148,2149.37939453,2552.26391602,2916.2512207,3291.22070313,3788.68603516,4221.92871094,4491.22900391,4368.85693359,5083.98193359,5423.05908203,5538.93554688,5483.25585938,5231.73632813,4677.83007813,4667.703125,4920.72851563,5080.32324219,5115.97607422,5668.34765625,6470.06787109,6207.18164063,,
Central Europe and the Baltics,CEB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.224175736256,252.295482867746,298.315614304424,373.184430884647,447.015349847178,523.00554954198,580.296999114868,729.665251390561,927.845319152984,842.69526899739,869.706933127359,921.115989890306,864.215968629709,910.786482436071,931.256296919142,815.761572593915,852.673299169036,939.059547138607,1053.70955735227,1090.0926990601,1182.20037975071,1391.63926224242,,,
Switzerland,CHE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559.81982422,3763.38452148,4211.72949219,5018.52734375,5608.703125,5673.93994141,5671.98144531,6154.703125,7120.65283203,7297.37988281,7640.44921875,9138.3671875,8753.8203125,9118.18945313,9307.96875,9082.45019531,9078.75878906,9119.96972656,9212.43261719,9341.0625,10085.45605469,10897.45019531,,,
Channel Islands,CHI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.74414063,326.96624756,322.87408447,349.77902222,427.43676758,500.87451172,571.89831543,649.92242432,726.73669434,738.284729,870.70959473,994.66607666,1081.46069336,1183.62084961,1150.06164551,1133.27978516,1179.73364258,1367.71643066,1457.27282715,1369.48400879,1280.63232422,1518.04003906,1380.68823242,,
China,CHN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99362183,44.56903839,50.15548325,56.79228973,64.54340363,73.29019928,82.79460144,98.87766266,134.2076416,165.29444885,189.34370422,239.7543335,285.31427002,329.78106689,363.00939941,393.77990723,398.78921509,440.58850098,504.79974365,539.6194458,583.43218994,670.5145874,,,
Cote d'Ivoire,CIV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.16062546,54.03316116,57.24786377,64.14105988,67.6804657,62.34985352,60.48682404,64.6838913,75.87518311,72.83110809,71.98825836,72.44979095,74.48454285,71.52493286,79.31149292,62.51667023,66.39353943,68.61872864,70.97071075,73.64801788,85.17427826,81.86914825,,,
Cameroon,CMR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.79333305,27.46539497,31.41914558,38.10652161,41.7527771,42.60778809,44.01630783,48.61966705,53.99885559,50.604702,49.50485611,57.71255493,56.3600235,56.61405563,61.80369186,50.31904221,51.2496109,50.27867889,57.7002182,56.18640518,58.0969696,63.78601837,,,
Congo, Dem. Rep.,COD,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.20225716,5.65382099,4.34459352,6.27501249,8.14487171,8.88715935,10.77356529,11.98260307,15.89509487,13.18276978,12.53950882,12.27988434,13.62572193,15.86667633,18.79024887,19.13417244,19.91032028,18.74936485,17.87852287,19.85771751,21.25385666,22.32123756,,,
Congo, Rep.,COG,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.44675827,20.41893959,17.09034348,21.64731407,27.67554474,31.10122681,36.16910553,42.22277832,63.7890892,48.9272995,54.86231995,59.84463501,71.6878891,72.29035187,71.47676086,57.67850113,54.67388153,52.68054199,47.67589569,58.90272522,80.80835724,80.5149231,,,
Colombia,COL,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.28443909,138.02864075,131.76092529,129.33969116,159.20832825,209.22647095,239.64555359,309.1078186,378.67913818,383.54962158,452.0512085,501.29830933,546.21148682,579.87963867,586.87640381,468.60543823,447.06994629,495.27026367,517.15844727,500.73138428,462.2328186,557.53948975,,,
Comoros,COM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.50006104,45.25306702,51.05594635,63.81992722,70.50469971,67.78135681,65.70906067,69.87508392,73.73594666,69.42589569,69.0898819,80.95452881,76.77297974,81.4433136,84.27106476,60.86703491,63.14864731,74.52148438,74.43584442,77.80075073,88.67053223,99.03723907,,,
Cabo Verde,CPV,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.89910889,62.78510284,68.21862793,83.48031616,92.04717255,94.58552551,111.28134918,125.57421875,125.53510284,127.79914856,142.87771606,152.28347778,167.49281311,181.29548645,181.44195557,139.48536682,144.32522583,165.03762817,178.77836609,171.77171326,196.26963806,247.90794373,,,
Costa Rica,CRI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.70188904,255.18231201,276.23712158,287.37347412,290.13354492,309.51428223,359.79248047,423.63812256,510.99154663,529.60870361,654.17340088,742.14190674,776.43487549,816.87872314,822.91003418,875.34973145,870.73840332,853.75048828,902.22119141,914.88470459,953.08251953,948.92163086,,,
Caribbean small states,CSS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.534287789891,298.943303422616,324.213193495505,346.55266077365,372.80672770808,399.23029920317,444.956084876879,477.745625029207,513.243425598148,522.814312737583,534.010455785099,545.082845450334,578.816593148475,590.606427626227,598.424460028148,608.741021186613,601.543734017088,655.989233178282,664.974479927947,702.738067085182,687.647690959659,720.859316078211,,,
Cuba,CUB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.14724731,198.5879364,213.95626831,227.69859314,232.50595093,331.98812866,387.44146729,570.31433105,610.09155273,676.22460938,608.96154785,695.99157715,601.42425537,710.793396,864.15557861,985.41900635,984.24865723,980.09216309,973.13745117,1013.10137939,1186.15649414,,,,
Curacao,CUW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751,782,890,1145,1287,1366,1474,1694,2155,2105,2045,2115,1899,1916,1874,1596,1649,1773,2021,2093,2362,2990,,,
Czechia,CZE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.92108154,388.54403687,497.74203491,640.66040039,746.32891846,852.65246582,942.11804199,1110.17663574,1449.33679199,1442.24279785,1516.04858398,1654.51013184,1515.81604004,1514.01403809,1516.05627441,1314.83728027,1384.66357422,1525.34790039,1753.19897461,1803.05249023,2119.26831055,2498.51660156,,,
Germany,DEU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.41088867,2346.66918945,2567.50292969,3152.79418945,3459.82495117,3558.21337891,3698.04370117,4182.91601563,4669.76025391,4674.91943359,4611.421875,5037.49169922,4765.67871094,5100.15234375,5309.15478516,4627.35791016,4746.87011719,5070.19580078,5511.21435547,5486.98876953,5936.25146484,6626.00488281,6191.03515625,,
Djibouti,DJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74236679,33.86995316,39.82229614,46.68310547,40.42881012,45.57660675,53.81796265,55.77771378,56.53337097,57.57979965,56.37421417,62.67469025,65.69985962,61.38714981,66.44046021,80.65351105,69.79541779,65.55883026,64.47797394,62.30675125,62.75099945,87.74766541,,,
Dominica,DMA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.646698,231.98364258,227.21820068,243.10256958,253.98324585,263.89520264,271.49783325,293.61825562,336.35327148,354.44778442,370.31329346,388.87130737,408.77490234,387.08288574,394.67294312,398.52124023,421.32177734,404.60903931,484.5222168,442.51159668,420.02459717,482.42965698,,,
Denmark,DNK,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496,2603,2896,3607,4195,4443,4779,5468,6138,6222,6171,6438,6168,6334,6467,5532,5624,5834,6233,6059,6442,7382,6332,,
Dominican Republic,DOM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.99897766,144.17262268,153.85899353,105.31115723,105.84014893,169.96865845,162.94297791,191.22145081,230.50578308,238.2713623,271.26663208,295.19439697,305.4364624,303.37979126,313.45751953,322.94607544,329.10879517,337.60925293,327.90109253,346.50790405,354.09362793,416.89974976,,,
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.11769485,67.33850098,66.94760132,76.23547363,93.02433014,101.30373383,117.43313599,151.77920532,207.84881592,208.93501282,230.06391907,288.31332397,336.67266846,333.16027832,361.15942383,292.275177,261.40023804,265.83843994,266.46469116,235.99041748,206.03512573,204.56661987,,,
East Asia & Pacific (excluding high income),EAP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5448058600548,39.6875704770728,44.251213327466,50.53935616129,56.8412242325939,65.2922315559033,74.8819432427738,89.5462144026329,116.978039937198,138.957903947477,160.886076765089,200.940709954318,234.231690452488,264.673151311108,288.249723846958,308.096890301683,313.384208571216,343.616597636064,389.501774617259,415.717037820067,447.33437648735,515.055735378718,,,
Early-demographic dividend,EAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7737923282988,63.8039155772361,58.3981894644697,65.6375911187561,74.2028881081005,84.5151396601229,93.2973708306595,108.177270007366,119.554537856845,119.78352844955,137.392242021298,153.123091319167,159.600112293997,165.923944112477,164.985932736123,163.661049055147,161.776074330341,167.047564665023,165.505115359827,163.832164728031,165.389671162121,188.580844092306,,,
East Asia & Pacific,EAS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.347842166417,223.269382149979,224.893397878275,252.325598167865,278.920339818226,293.08297118358,298.820010387519,322.866165611834,375.693815338193,421.011369225933,479.309776684825,588.674970560513,627.406098062506,603.559566160421,617.937703897414,604.5243710674,638.025083144889,670.588629169501,725.951857441806,758.176010162717,791.38917021702,874.704538200131,,,
Europe & Central Asia (excluding high income),ECA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.7566449466306,80.9657298703131,96.8770090333347,125.037849891179,158.644348452858,194.784718893467,227.816324942512,277.812964262777,324.261145859955,285.730502772925,311.461263439573,331.304809027588,347.096828388893,368.325854381541,346.642690979375,295.315320055827,290.593372367382,290.997619709082,285.902162919665,301.199730757339,318.439605580795,378.428837908127,,,
